,accuracy,loss,val_accuracy,val_loss
0,0.2397499978542328,2.620969295501709,0.243599995970726,2.9301092624664307
1,0.3580999970436096,2.100008726119995,0.37700000405311584,2.069187641143799
2,0.43459999561309814,1.8232146501541138,0.40799999237060547,2.0960633754730225
3,0.4961000084877014,1.6180531978607178,0.4431999921798706,1.8502734899520874
4,0.5485000014305115,1.436722993850708,0.5273000001907349,1.5037208795547485
5,0.604574978351593,1.2426283359527588,0.5041000247001648,1.68827486038208
6,0.663100004196167,1.0504333972930908,0.5335000157356262,1.5741915702819824
7,0.7281249761581421,0.836931049823761,0.5579000115394592,1.5022650957107544
8,0.7983250021934509,0.6223450303077698,0.5720999836921692,1.5342196226119995
9,0.857574999332428,0.4318462908267975,0.5853000283241272,1.6843570470809937
10,0.8931249976158142,0.3195575773715973,0.5752999782562256,1.916459321975708
11,0.9184499979019165,0.24865543842315674,0.5623000264167786,2.042511224746704
12,0.9347249865531921,0.19880209863185883,0.5568000078201294,2.2283051013946533
13,0.9391999840736389,0.18218941986560822,0.5760999917984009,2.147956371307373
14,0.9480249881744385,0.1586669385433197,0.578000009059906,2.2316102981567383
15,0.9500250220298767,0.15243394672870636,0.5645999908447266,2.4255528450012207
16,0.9595000147819519,0.12309379875659943,0.5809999704360962,2.2352051734924316
17,0.9593499898910522,0.12624132633209229,0.5723000168800354,2.3733901977539062
18,0.9688000082969666,0.09562040120363235,0.564300000667572,2.5663394927978516
19,0.9627500176429749,0.11851803958415985,0.5763999819755554,2.401029586791992
20,0.9684749841690063,0.09644055366516113,0.5777999758720398,2.529527425765991
21,0.9692000150680542,0.09977587312459946,0.5586000084877014,2.7459659576416016
22,0.9757999777793884,0.07573492079973221,0.5863999724388123,2.409654140472412
