,accuracy,loss,val_accuracy,val_loss
0,0.17800000309944153,2.8442630767822266,0.14429999887943268,2.954232931137085
1,0.14900000393390656,2.983114242553711,0.13030000030994415,3.645686626434326
2,0.1662999987602234,2.794903039932251,0.1931000053882599,2.7857398986816406
3,0.20857499539852142,2.666149377822876,0.20360000431537628,2.592641592025757
4,0.22220000624656677,2.6467745304107666,0.17159999907016754,3.060231924057007
5,0.21432499587535858,2.6859538555145264,0.243599995970726,3.9604475498199463
6,0.2329999953508377,2.592590808868408,0.275299996137619,2.4091897010803223
7,0.24607500433921814,2.5652623176574707,0.24289999902248383,6.0579142570495605
8,0.24564999341964722,2.5378339290618896,0.23749999701976776,2.4703290462493896
9,0.27732500433921814,2.3714144229888916,0.3100999891757965,2.2151970863342285
10,0.30515000224113464,2.2618203163146973,0.30300000309944153,2.434870481491089
11,0.33945000171661377,2.1222004890441895,0.3474000096321106,2.110241651535034
12,0.3574250042438507,2.0535905361175537,0.3605000078678131,2.147204875946045
13,0.37587499618530273,1.989362120628357,0.364300012588501,2.501744508743286
14,0.3937999904155731,1.938158631324768,0.36079999804496765,3.7152881622314453
15,0.42225000262260437,1.8500810861587524,0.4009999930858612,2.123826265335083
16,0.4400250017642975,1.7801462411880493,0.4196999967098236,1.9127767086029053
17,0.4220750033855438,1.8496650457382202,0.41600000858306885,1.9715092182159424
18,0.45042499899864197,1.7473517656326294,0.4422999918460846,1.8604302406311035
19,0.48829999566078186,1.6279183626174927,0.43810001015663147,1.9538675546646118
20,0.5152000188827515,1.5311588048934937,0.45320001244544983,1.8440982103347778
21,0.5221250057220459,1.5132437944412231,0.4657000005245209,1.775753140449524
22,0.5686749815940857,1.3487886190414429,0.454800009727478,1.8279705047607422
23,0.5980499982833862,1.255301833152771,0.4417000114917755,1.9800654649734497
24,0.6085249781608582,1.2136188745498657,0.4569000005722046,4.069216251373291
25,0.6355500221252441,1.1164361238479614,0.4629000127315521,1.9139888286590576
26,0.6816750168800354,0.969616711139679,0.47530001401901245,1.987904667854309
27,0.6941750049591064,0.9331288933753967,0.45509999990463257,2.1605889797210693
28,0.7184249758720398,0.8651255965232849,0.4465999901294708,2.4711172580718994
29,0.7387499809265137,0.7887178063392639,0.4507000148296356,2.2949042320251465
30,0.7796499729156494,0.6564404368400574,0.45339998602867126,2.6528704166412354
31,0.7959750294685364,0.6078557372093201,0.4596000015735626,2.569214105606079
32,0.825950026512146,0.5120140314102173,0.46720001101493835,2.5667455196380615
33,0.8422250151634216,0.46552807092666626,0.4607999920845032,2.77053165435791
34,0.8465750217437744,0.4559415578842163,0.4607999920845032,3.1119680404663086
35,0.8721500039100647,0.3750407099723816,0.4514999985694885,3.047039031982422
36,0.8825250267982483,0.3462097942829132,0.4537000060081482,3.087977886199951
